rebalance,ticker,composite,forward_return
2022-07-01,IAS,100.0,0.0
2022-07-01,DGII,86.04159005294909,0.2005899840162091
2022-07-01,PLAB,79.86066752719898,0.31619675318444984
2022-07-01,CDNS,76.09944943494641,0.24351779330418144
2022-07-01,TMUS,75.68511893785728,0.045684031185970086
2022-07-01,QLYS,75.56295145017256,-0.05799003507699896
2022-07-01,SPSC,73.85708490292669,0.07446620419822048
2022-07-01,PRGS,73.60683859750799,0.04286034655880844
2022-07-01,ADI,73.27974500144887,0.20327471966070743
2022-07-01,VZ,72.7212138774005,-0.09428533887943968
2022-07-29,DGII,85.5570531442242,0.1597052011569955
2022-07-29,ADI,79.4918286838937,-0.07728540988189636
2022-07-29,ENPH,77.3391874457439,0.015518346737170674
2022-07-29,CDNS,74.40722899015807,-0.044335769125208424
2022-07-29,ROP,74.2131695842175,-0.0614652067062581
2022-07-29,PLAB,74.19075734299335,-0.06803859589337657
2022-07-29,TXN,73.95053968486391,-0.052546437684968694
2022-07-29,FFIV,73.20987548857417,-0.04296129550182093
2022-07-29,EA,72.91062457279563,0.007162736198000452
2022-07-29,AVGO,72.54468559296123,-0.027302543082884823
2022-08-26,CDNS,85.30529179176054,-0.09480965212140757
2022-08-26,DGII,82.78145199519346,-0.03389832954596095
2022-08-26,QLYS,82.15843864490739,-0.08204595345940502
2022-08-26,MSI,79.43831785660478,-0.0758023424148806
2022-08-26,ENPH,78.69531086359778,-0.031532645687624705
2022-08-26,ANET,77.31419198247892,-0.10615295202938302
2022-08-26,PLAB,75.64158565423016,-0.33934206874345607
2022-08-26,CRUS,74.71644881655394,-0.0870406730099843
2022-08-26,CRDO,73.88139204545455,-0.15884481605378808
2022-08-26,TXN,73.5332002469417,-0.04838034100983846
2022-09-23,MSI,80.55743394536499,-0.010403904331517388
2022-09-23,CDNS,80.04179049790336,-0.01633847836782054
2022-09-23,DGII,78.8626287505598,0.18546366109474288
2022-09-23,PRGS,77.99617946708466,0.14115953856006924
2022-09-23,ROP,76.05713878597892,-0.017629851696940202
2022-09-23,QLYS,75.27496641289746,-0.05706400912117815
2022-09-23,ENPH,74.55831942352319,-0.09835769149128526
2022-09-23,KEYS,73.35347880959168,0.07720752399817798
2022-09-23,MANH,72.99663111183489,-0.01620000018833656
2022-09-23,ALRM,72.4505862476082,0.013683471093619337
2022-10-21,DGII,88.62978896103897,0.0975158195515129
2022-10-21,T,84.54722406196909,0.10935675671127276
2022-10-21,RMBS,84.16956168831169,0.32011235214114775
2022-10-21,TMUS,83.81444805194806,0.09064943347173471
2022-10-21,CDNS,79.02751623376625,0.042187748446800954
2022-10-21,KEYS,78.12487977654276,0.01740049162992774
2022-10-21,MSI,76.38547077922078,0.16149833419649973
2022-10-21,QLYS,75.130019869266,-0.07034124074603398
2022-10-21,EXTR,74.38262987012988,0.2706666310628256
2022-10-21,FSLR,74.28319805194805,0.3588907681649134
2022-11-18,TMUS,89.22492928060349,-0.043472438862292906
2022-11-18,ANET,83.70680570192468,-0.08724529405212433
2022-11-18,MSI,79.5803289145266,-0.036759967407198
2022-11-18,RMBS,78.47017305452327,-0.01223076514245125
2022-11-18,T,76.91774363525433,-0.025303188647747277
2022-11-18,AEIS,76.81894447834047,-0.005151311236184286
2022-11-18,CDNS,76.56941594098399,-0.01102901028419423
2022-11-18,SPSC,76.00047146264353,-0.02283461972202283
2022-12-16,TMUS,81.30822476796169,0.0514186318873886
2022-12-16,ALGM,80.93159514090038,0.11870032656388996
2022-12-16,AEIS,79.33925864960084,0.0468257380555992
2022-12-16,MSI,77.88778955153265,0.05375510404979167
2022-12-16,PRGS,77.10982782983207,0.05473806879740284
2022-12-16,RMBS,76.40679425009213,0.05841179218885584
2022-12-16,SPSC,75.4714162666362,0.05275662345861187
2022-12-16,NTNX,75.01905887588636,-0.14340709985285205
2023-01-13,TMUS,85.52064508838356,-0.03995162405344166
2023-01-13,PRGS,82.68071207374075,0.06287197362332586
2023-01-13,OMC,82.28645510825297,0.08422576187150677
2023-01-13,ALGM,80.71235547510065,0.2664492417469866
2023-01-13,FSLR,80.15199099453937,-0.09329040085928175
2023-01-13,AVGO,79.22691372055962,0.02461147045532175
2023-01-13,IBM,79.088902898069,-0.059115709495505375
2023-01-13,AEIS,78.06900783811469,0.006021567210195311
2023-01-13,TXN,77.65110554390739,-0.010989541316531293
2023-02-10,KEYS,80.01110213777102,-0.14517292112400593
2023-02-10,ALGM,77.44470341853552,0.031125716014577698
2023-02-10,MSI,77.33508369722979,-0.03697683818475783
2023-02-10,SPSC,75.18340566205484,-0.0287127894078556
2023-02-10,GDDY,75.04838984912942,-0.10285000912313014
2023-02-10,ADI,74.68404977796483,0.023231387859299124
2023-02-10,CRUS,74.35857888912774,-0.035502383583470354
2023-02-10,GLW,74.29895210534842,-0.04869030910394945
2023-02-10,OMC,74.15513869057634,-0.03286015264751729
2023-02-10,T,74.12150392284866,-0.03356050963733548
2023-03-10,CDNS,80.68650112393892,0.09168499314808853
2023-03-10,ANET,80.45168866429329,0.11381945517394931
2023-03-10,ADI,80.4199990330649,0.050561072995935374
2023-03-10,SPSC,80.26476611699218,0.0661951981214639
2023-03-10,MSI,75.41713363486178,0.08833908923119416
2023-03-10,ALGM,75.01866447418811,0.04857011627207286
2023-03-10,MANH,73.72565854415863,0.13084317533031276
2023-03-10,ACLS,72.40431676324738,0.029024143156527682
2023-03-10,TER,72.18307913622581,0.014216538545970048
2023-03-10,CRUS,72.16803089294902,0.024903285181375523
2023-04-07,MSI,80.84001690859071,-0.007263269312073772
2023-04-07,CDNS,80.16818744385986,-0.039183535851653795
2023-04-07,ANET,79.97689643744522,-0.1541715711548003
2023-04-07,SPSC,79.73295841759852,-0.002454199593186712
2023-04-07,ADI,79.44353988231857,-0.039591248932471346
2023-04-07,OMC,76.54195958487186,-0.03712050282894397
2023-04-07,T,75.65349509681523,-0.12468077476517914
2023-04-07,HPE,75.36492819739206,-0.12141964132150884
2023-04-07,PRGS,74.83096767528832,0.00018439471538500563
2023-04-07,ROP,74.06135095793137,0.05015599807133553
2023-05-05,MSI,84.61416203179418,0.004155529665174962
2023-05-05,SPSC,77.37194515627006,0.08205330399609001
2023-05-05,MANH,77.32451916119001,0.09791622498349417
2023-05-05,MSFT,75.19843293129607,0.08203188382485771
2023-05-05,OMC,73.70803700972,0.017493069888111057
2023-05-05,CMCSA,72.02025845077995,-0.03067033651893436
2023-05-05,CSCO,71.85569638690922,0.08151376617591666
2023-05-05,ORCL,71.71887496029507,0.09198726969341475
2023-06-02,ORCL,76.90606495907988,0.12465780440399721
2023-06-02,VECO,76.7169209038961,0.023923460258969076
2023-06-02,AVGO,76.42893200961237,0.07395480129167153
2023-06-02,SPSC,74.81203391866526,0.18023721871265996
2023-06-02,BSY,74.03753038419201,0.0865502381809693
2023-06-02,MANH,73.17168738032093,0.07775260243138504
2023-06-02,MSI,72.92041820497147,0.040585105716494985
2023-06-30,SPSC,79.27569331780586,-0.09127355515012336
2023-06-30,MSI,78.31240495054978,-0.0076033723529116415
2023-06-30,PRGS,74.2756443072034,0.005852019808396225
2023-06-30,MANH,74.12068081414486,-0.06734043618699448
2023-06-30,FTNT,72.80710076804637,0.016007497982383878
2023-06-30,PANW,72.52249023659019,-0.027670119437306573
2023-06-30,ORCL,72.50998337811824,-0.022612666233905565
2023-07-28,NXPI,74.13423791420468,-0.12140079016026195
2023-07-28,IBM,73.61560838982805,0.02490521280643332
2023-07-28,KLAC,72.59330887970032,-0.05473285800755978
2023-07-28,PRGS,72.34579291603283,0.04945240501150949
2023-07-28,EA,72.16154985094708,-0.13173732748973532
2023-07-28,TDC,71.82250182332851,-0.1989519026233385
2023-07-28,AAPL,71.81293128138987,-0.08670189709905174
2023-07-28,NTNX,71.73647109338206,-0.006380138672824831
2023-07-28,CMCSA,71.62723191527532,0.005306039790325956
2023-07-28,FFIV,71.44379345514554,0.008075334978488335
2023-08-25,CSCO,84.45704094483844,-0.03824068108100731
2023-08-25,IBM,79.94856424941639,0.010732781343646414
2023-08-25,AKAM,77.32204699234997,0.04600275599078496
2023-08-25,CMCSA,76.15549942624473,-0.0037384202948468337
2023-08-25,CTSH,73.99163931568022,-0.006422800335460388
2023-08-25,CAMT,73.91236648964626,0.09901754575191934
2023-08-25,NVDA,73.8733832305455,-0.09571409634375339
2023-08-25,PRGS,73.59160791898606,-0.08002700022472797
2023-08-25,KLAC,73.41884432435772,-0.06208854846175149
2023-08-25,QLYS,73.01885643550466,0.017814362086474134
2023-09-22,DELL,82.06609111129508,-0.05910051756958401
2023-09-22,CMCSA,80.71374748912976,-0.047655584742269275
2023-09-22,AKAM,79.95755760152376,-0.03282200193888052
2023-09-22,IBM,78.21971096826422,-0.06636712226870378
2023-09-22,CSCO,78.01961368221143,-0.004811004350629644
2023-09-22,QLYS,75.29544611580774,0.017437292672990656
2023-09-22,MANH,74.11961035229025,-0.02057084115596408
2023-09-22,NTNX,74.09929125963515,0.022798496254823997
2023-09-22,CAMT,72.82620587423665,-0.0846625388267831
2023-09-22,FFIV,72.77289175536612,-0.06491871179893094
2023-10-20,DELL,81.89374253577422,0.12297829299701912
2023-10-20,ROP,78.13969082709286,0.08835957657021143
2023-10-20,BSY,77.67899726291446,0.05737689107478938
2023-10-20,CMCSA,76.40922384703595,-0.010266083210902388
2023-10-20,MSI,76.19534195411399,0.13155547250765598
2023-10-20,CSCO,75.98969264871435,-0.09767634941539882
2023-10-20,QLYS,74.93419920447089,0.1461583237290487
2023-10-20,NTNX,74.6996348179671,0.09083316220871085
2023-10-20,CDNS,73.14422610833608,0.12416187437062454
2023-10-20,ADBE,73.0016236846516,0.11405639726736361
2023-11-17,MANH,79.53677838114291,-0.03457134295431641
2023-11-17,QLYS,78.22578604760255,0.11363132180971158
2023-11-17,VRNS,77.7574078676877,0.1448525218888732
2023-11-17,NOW,77.29884940792493,0.06705789915081639
2023-11-17,MSI,76.16757347757836,-0.02141857227032362
2023-11-17,FFIV,75.59635987272775,0.08915865294872738
2023-11-17,YELP,75.05787649657191,-0.010384388498358654
2023-11-17,MSFT,74.79524464041782,0.0023794058374555505
2023-11-17,AKAM,74.67923217121805,0.06024736564556443
2023-12-15,QLYS,79.28256852158083,-0.02891626765657085
2023-12-15,FFIV,78.68712710004345,-0.008276102134409324
2023-12-15,MANH,75.76562737915262,-0.016760802544333098
2023-12-15,YELP,75.3649239598744,-0.024112565505223782
2023-12-15,VRNS,74.79716736071005,0.051513842757759054
2023-12-15,MSFT,73.42508166113805,0.04785152144299487
2023-12-15,AKAM,72.31198986485502,-0.008729233849716689
2023-12-15,RMBS,72.16253376110652,-0.05038145873757305
2023-12-15,PANW,72.05871725351751,0.05837944404180262
2024-01-12,ROP,78.55084305124868,0.03008289854978119
2024-01-12,QLYS,77.20918709747446,-0.11004660449678316
2024-01-12,ACN,76.39399930528518,0.04685873736215407
2024-01-12,MSI,74.67272423844976,0.0460941225260616
2024-01-12,NTNX,74.00228118882363,0.15583382903165766
2024-01-12,MSFT,73.11596695815763,0.08258017643308024
2024-01-12,CDNS,71.47308859440096,0.16178771858996743
2024-01-12,IBM,71.26963018782281,0.1341304256262743
2024-02-09,MSI,75.79714481454792,0.013659998946863094
2024-02-09,FFIV,75.16837254460894,0.03386738140913503
2024-02-09,NOW,73.71162085512714,-0.06797550943106889
2024-02-09,NTNX,73.34418233575673,0.13241610913484503
2024-02-09,CTSH,73.06461959069335,-0.00043674223593204164
2024-02-09,AKAM,72.90909379720246,-0.1349751117178266
2024-02-09,STX,72.75677051862645,0.036685080036543694
2024-02-09,VECO,71.77112786995573,0.04950212277738575
2024-02-09,MANH,71.73824637265038,0.027944111776447178
2024-03-08,GDDY,80.63230820615166,0.10989689862123586
2024-03-08,GRMN,79.0983971835014,0.04452252595916506
2024-03-08,NTNX,76.94063866616091,0.001974257947228164
2024-03-08,FFIV,75.77649665676469,-0.002643417437396489
