rebalance,picks,avg_return,qqq_return,iwm_return,alpha_vs_qqq
2024-07-01,10,0.044463283236972836,0.029527705423882278,0.07952672692317075,0.014935577813090559
2024-07-15,10,-0.10069302602753376,-0.06500048386762947,0.020903389429904662,-0.03569254215990429
2024-07-29,10,-0.08296752735731007,-0.026988539956396607,-0.07725608116704175,-0.05597898740091346
2024-08-12,10,0.040594475236470626,0.05308159680116176,0.07746816796364597,-0.012487121564691131
2024-08-26,10,-0.09553867413108916,-0.04392639399580367,-0.054298154427359746,-0.05161228013528549
2024-09-09,10,0.08766745559347734,0.0643813964017026,0.058902532401774454,0.023286059191774747
2024-09-23,10,0.009916027420578377,-0.0019459399223242801,-0.01172326574539262,0.011861967342902657
2024-10-07,10,0.042070700302604735,0.027629066877523867,0.021478161644960636,0.014441633425080869
2024-10-21,10,-0.0664505209029161,-0.018994015110005757,-0.009050002665902057,-0.047456505792910345
2024-11-04,10,0.055373241924244254,0.02882653308528549,0.04016548489898408,0.026546708838958766
2024-11-18,10,0.0845066347570598,0.030538771250949726,0.05599957857845306,0.053967863506110075
2024-12-02,10,0.11661635427913711,0.044402221156879085,-0.03023779592065534,0.07221413312225802
2024-12-16,10,-0.08269194436257361,-0.040375009384161054,-0.05589829485614406,-0.04231693497841256
2024-12-30,10,-0.013162669469687726,-0.01949137099738285,-0.015542760882902629,0.0063287015276951245
2025-01-13,10,-0.037845466115213236,0.017109885209406706,0.04257757281567254,-0.05495535132461994
2025-01-27,10,0.06345288571209154,0.029248579382390005,0.002295731133141965,0.034204306329701534
2025-02-10,10,-0.12300859410408967,-0.017723282019036946,-0.047528795568526516,-0.10528531208505272
2025-02-24,10,-0.13297771957049404,-0.09067643128491143,-0.07149792095255747,-0.042301288285582606
2025-03-10,10,0.029667570671576715,0.039476532987078095,0.04262939032162416,-0.00980896231550138
2025-03-24,10,-0.18768201801282985,-0.1364896457684177,-0.14033335383698442,-0.05119237224441214
2025-04-07,10,0.010557189123686094,0.022233132525624644,0.01776670485361742,-0.01167594340193855
2025-04-21,10,0.08489371143977305,0.12195520955853012,0.08865053345714347,-0.03706149811875707
2025-05-05,10,0.09067330053497083,0.07424945934185012,0.05041720132096916,0.01642384119312071
2025-05-19,10,0.038849750541283,0.002298851926648471,-0.015600319096763515,0.03655089861463453
2025-06-02,10,0.02609865767767815,0.02117685438734318,0.027430786105703264,0.00492180329033497
2025-06-16,10,0.04158122690188391,0.03363254929053716,0.023817371478228155,0.007948677611346745
2025-06-30,10,-0.0348919849562906,0.008284389036314455,0.03429266370967077,-0.04317637399260506
2025-07-14,10,0.06565486847722439,0.021448706152042085,0.004166856628135651,0.044206162325182305
2025-07-28,10,0.013168900984124886,0.008290128369720096,-0.01717823459707002,0.004878772614404791
2025-08-11,10,0.03601106672555371,-0.004416424792146323,0.054887153367732866,0.04042749151770003
2025-08-25,10,0.06867331754218484,0.014991609615096158,0.025348593840734734,0.05368170792708868
2025-09-08,10,0.07781277961779565,0.0415086875408357,0.02868085029831846,0.03630409207695995
2025-09-22,10,-0.02785597561837333,0.009149754484419237,0.009902139851346137,-0.03700573010279257
2025-10-06,10,-0.006655711065248193,0.006302212674300867,0.005469763566585906,-0.01295792373954906
2025-10-20,10,0.009219075712457924,0.03358738175529319,-0.01096055182640343,-0.024368306042835262
2025-11-03,10,-0.12165848942902877,-0.04496260433396637,-0.05166237769155002,-0.0766958850950624
2025-11-17,10,0.11423975904700272,0.022380121712499035,0.055250084279073075,0.09185963733450368
2025-12-01,10,0.02724271639310607,-0.010742525592283059,0.02569001854704167,0.03798524198538913
2025-12-15,10,0.014224212175132889,0.0182296375062434,-0.004810975551337249,-0.004005425331110512
2025-12-29,10,-0.017595787640518067,0.010147047245316454,0.04650222049848929,-0.02774283488583452
2026-01-12,10,0.024736348894169292,-0.002726470970107586,0.009483878671884272,0.02746281986427688
2026-01-26,10,0.15146310020176157,-0.017810909622310467,0.010985631718226863,0.16927400982407204
2026-02-09,10,0.1090953912152739,-0.02101518835841021,-0.02394347841313782,0.1301105795736841
2026-02-23,10,-0.009162874363939089,0.010558590902058018,-0.02637328236767278,-0.019721465265997107
2026-03-09,10,0.12812209071308464,-0.03129287323248653,-0.022592182155502516,0.15941496394557117
2026-03-23,10,0.023960175013114225,0.0008503393407839344,0.019842433208358212,0.02310983567233029
2026-04-06,10,0.14009025560123514,0.09904832111634865,0.09902525105718807,0.041041934484886494
2026-04-20,10,0.15047922066249306,0.04033773393363327,0.0019109606597544904,0.11014148672885979
2026-05-04,10,0.05720409177575353,0.04904287580759226,-0.006873536570464189,0.008161215968161273
2026-05-18,10,0.11147021187612463,0.05221856989197615,0.04714288517104248,0.05925164198414848
2026-06-01,10,0.008092709628175165,0.001696406638732384,0.022010765090349826,0.006396302989442781
2026-06-15,10,0.07932462771213519,-0.025704656950809812,0.014695853777471957,0.105029284662945
2026-06-29,10,-0.14921337323685624,-0.017042352453068177,-0.0183630137203038,-0.13217102078378806
2026-07-13,10,-0.11207840034678514,-0.041616314277119204,-0.0019422355965678095,-0.07046208606966593
