rebalance,ticker,composite,forward_return
2022-07-01,CDNS,75.23809523809524,0.24351779330418144
2022-07-01,TMUS,74.93506493506494,0.04568390922769505
2022-07-01,VZ,74.11255411255412,-0.09428489615661018
2022-07-01,ADI,72.05627705627707,0.20327446807393046
2022-07-01,AVGO,69.87012987012987,0.12062609294951376
2022-07-01,ROP,69.1991341991342,0.0915215402413958
2022-07-01,ORCL,68.7878787878788,0.1032610639213356
2022-07-01,ENPH,68.54978354978356,0.4519721587132348
2022-07-01,T,68.11688311688313,-0.1069853301680308
2022-07-29,ADI,77.85785252998369,-0.07728541721608329
2022-07-29,ENPH,77.0711801859343,0.015518346737170674
2022-07-29,CDNS,74.35277836917183,-0.044335769125208424
2022-07-29,TXN,73.74813710879286,-0.052546252172971264
2022-07-29,ROP,72.60485416223122,-0.06146535021763855
2022-07-29,AVGO,72.2457597047761,-0.027302769125530424
2022-07-29,T,68.46000993541978,-0.04739110935908519
2022-07-29,EA,68.45238095238096,0.007162974531923272
2022-07-29,IBM,68.35001064509262,0.009425186136666763
2022-07-29,KLAC,67.13221205024485,-0.060235966677276265
2022-08-26,CDNS,85.62998405103669,-0.09480965212140757
2022-08-26,MSI,79.88152198678515,-0.07580234729058688
2022-08-26,ENPH,78.90521758942812,-0.031532645687624705
2022-08-26,ANET,76.31692868534975,-0.10615295202938302
2022-08-26,TXN,74.23103212576898,-0.04838053722928981
2022-08-26,T,72.64752791068582,-0.10508630960957377
2022-08-26,SNPS,72.55980861244021,-0.14569014428367077
2022-08-26,KLAC,70.66871724766463,-0.14360483956599934
2022-08-26,ADI,69.3939393939394,-0.10125993453034332
2022-09-23,MSI,79.87012987012987,-0.010403905055597185
2022-09-23,CDNS,79.4805194805195,-0.01633847836782054
2022-09-23,ROP,74.84848484848487,-0.01762952012488994
2022-09-23,ENPH,74.65367965367966,-0.09835769149128526
2022-09-23,KEYS,73.85281385281387,0.07720752399817798
2022-09-23,EA,72.46753246753248,0.08085445855696771
2022-09-23,TXN,71.88311688311688,-0.009733849527766236
2022-09-23,KLAC,71.70995670995671,-0.05516898630700917
2022-09-23,AVGO,71.47186147186147,-0.0404327560954596
2022-10-21,T,85.43290043290045,0.10935646062373294
2022-10-21,TMUS,81.69642857142857,0.09064905088527131
2022-10-21,KEYS,76.47413989519255,0.01740049162992774
2022-10-21,CDNS,75.6845238095238,0.042187748446800954
2022-10-21,MSI,72.88690476190476,0.16149855654030465
2022-10-21,AAPL,71.13095238095238,0.02900082187324826
2022-10-21,FSLR,70.14880952380953,0.3588907681649134
2022-10-21,OMC,70.02164502164504,0.10002827761143007
2022-10-21,VZ,69.68785600364549,0.09052349607296106
2022-10-21,TXN,68.03571428571429,0.10553924295024997
2022-11-18,TMUS,87.81130634071812,-0.04347233165159048
2022-11-18,ANET,80.32085561497328,-0.08724529405212433
